,0
98,0.05922661035177573
99,0.05909393496500229
100,0.058984598277560085
101,0.05891474062102942
102,0.05888922007752803
103,0.058901075040472185
104,0.05893065867571792
105,0.05895637181757197
106,0.05897309792976187
107,0.058972150458649966
108,0.05895144450194726
109,0.05891794886129908
110,0.058876102761161696
111,0.05883258044728072
112,0.0587973857014027
113,0.0587751922650912
114,0.05876401314422585
115,0.05875777553125974
116,0.058746922685356466
117,0.05872962282706402
118,0.0587068463602138
119,0.05868152377224039
120,0.058657542695193146
121,0.05863820558006891
122,0.05862490528250085
123,0.0586162285226373
124,0.05860851426015483
125,0.05859802041704146
126,0.05858480553599829
127,0.05857115019540367
128,0.058558169172028586
129,0.05854655710012033
130,0.05853635352122546
131,0.05852711929459153
132,0.05851831658195985
133,0.058509752649936055
134,0.05850162613181647
135,0.058494222546456934
136,0.05848766447229483
137,0.05848176912948969
138,0.058476154181885356
139,0.058470676613097704
140,0.05846523301242868
141,0.058459821069668044
142,0.058454504215358485
143,0.0584493444052253
144,0.058444391279731125
145,0.05843963177415086
146,0.05843501233353542
147,0.05843045634063786
148,0.05842589807066782
149,0.05842129275212688
150,0.0584166175251441
151,0.05841185896477956
152,0.05840699574039552
153,0.058402010409855966
154,0.058396869529828054
155,0.058391572588579306
156,0.05838610674840015
157,0.058380482179683085
158,0.05837471390301051
159,0.05836875934324442
160,0.05836266888389497
161,0.058355624819297784
162,0.05834883468180727
163,0.0583420943256306
164,0.05833425427931429
165,0.05832582307884971
166,0.05831747073485838
167,0.05830929779858463
168,0.05830119696086818
169,0.05829313587453625
170,0.05828495973768229
171,0.058276617229779684
172,0.05826807929546527
173,0.05825935947814246
174,0.05825040561852732
175,0.05824110780748915
176,0.05823133175321768
177,0.05822098339586659
178,0.05821000773554839
179,0.05819827199077623
180,0.05818569044153702
181,0.05817230418104624
182,0.05815818376371041
183,0.05814324286989514
184,0.05812717961800249
185,0.05810979611312247
186,0.05809112341735185
187,0.05807096311115195
188,0.05804906627236914
189,0.05802533510104125
190,0.05799982981835756
191,0.05797257024607516
192,0.057943788563796464
193,0.057913966063248654
194,0.057882511187027266
195,0.057850034703253665
196,0.057816197222254805
197,0.057781213776381686
198,0.05774493223135657
199,0.05770873975577812
200,0.05767272801109628
201,0.05763754775379997
202,0.05760309090470532
203,0.057568267228277265
204,0.0575331541989183
205,0.05749669511683764
206,0.05745869028001318
207,0.0574197851478537
208,0.05738033680588213
209,0.057340419846180046
210,0.05730000327397535
211,0.057259020185286384
212,0.0572173717982702
213,0.057175125015536114
214,0.05713277759288112
215,0.05709051857434152
216,0.057048281997270356
217,0.057005888747988696
218,0.05696323773602382
219,0.05692044443229502
220,0.056877920238621496
221,0.05683589153553937
222,0.05679436155783828
223,0.05675331963150519
224,0.05671287563733585
225,0.056673181610852906
226,0.05663432809858911
227,0.05659633552392469
228,0.056559072898367806
229,0.05652192725615745
230,0.05648441393448603
231,0.0564466210491845
232,0.056408350924252865
233,0.05636918467840684
234,0.056328783444455174
235,0.056287177445397275
236,0.05624441967140616
237,0.05620028417290657
238,0.056154107024568
239,0.05610570384746921
240,0.05605469400737233
241,0.05600030939484452
242,0.055941416551632005
243,0.05587860035574917
244,0.055812402815792715
245,0.055743557689311975
246,0.05567292142532706
247,0.055603421264528954
248,0.05553934209161781
249,0.05548375398340887
250,0.05543815483195005
251,0.055401170049444684
252,0.05536750058573913
253,0.05532854564501103
254,0.05527386770692245
255,0.055197454824125795
256,0.055093053569082846
257,0.05496687608772738
258,0.05482085780843837
259,0.054665322938538
260,0.05450910720252972
261,0.05436065753215642
262,0.054227514469977596
263,0.054118107377511944
264,0.054028450761717306
265,0.053949715976035775
266,0.053872076456940025
267,0.053791618256432576
268,0.05371233326223957
269,0.053646789160860055
270,0.05360742185828618
271,0.053600754728823155
272,0.05362282824534643
273,0.053660212833035965
274,0.05369762359623891
275,0.0537296844721964
276,0.05375625877920204
277,0.05377569962613404
278,0.05378381583222442
279,0.05377776182298488
280,0.05375848717993434
281,0.05372908913082428
282,0.05369416468161187
283,0.05365890516459628
284,0.05362830853790809
285,0.0536051423424301
286,0.05359072854248828
287,0.05358558159461499
288,0.05358833082380137
289,0.05359542659400345
290,0.05360189103119735
291,0.053605789070453685
292,0.05360636989764097
293,0.05360321357732056
294,0.05359771064231439
295,0.053591019639451426
296,0.053584234699326806
297,0.053578950363170605
298,0.053576560729736364
299,0.05357694741844539
300,0.05357760315262703
301,0.05357579345566114
302,0.05357173690640797
303,0.05356556422502441
304,0.053556812912006826
305,0.05354709399950791
306,0.05353668797771244
307,0.053525116955755764
308,0.053513003144266096
309,0.05350094517431133
310,0.05348920095573855
311,0.05347747849872265
312,0.05346521463192801
313,0.053451780027593605
314,0.05343748654105581
315,0.05342305822518619
316,0.05340887008880003
317,0.053395027133696066
318,0.05338143974414504
319,0.05336801901363128
320,0.053354873866512255
321,0.05334215190365649
322,0.05332984403725469
323,0.05331779867996654
324,0.05330574964789543
325,0.05329343527198763
326,0.0532807584991048
327,0.05326776270274265
328,0.05325450454160112
329,0.053240985657168304
330,0.053227210202676255
331,0.05321311755194939
332,0.05319857293665981
333,0.05318342125264009
334,0.053167545869340846
335,0.05315093060595923
336,0.05313367125535956
337,0.05311592812802632
338,0.05309786347509569
339,0.05307959959064361
340,0.053061214272127885
341,0.05304277330580037
342,0.05302439165633974
343,0.053006399671934476
344,0.05298935989378161
345,0.05297398871270413
346,0.05296110192875194
347,0.052951530878826564
348,0.05294603672945363
349,0.052945197094791216
350,0.0529492424953586
351,0.052957903349864
352,0.052970032629499286
353,0.05298389529477161
354,0.052997652294565975
355,0.053008359150181754
356,0.05301306347463531
357,0.053011289305181265
358,0.05300310181410353
359,0.05298938177558535
360,0.052970948975871845
361,0.05294916018430116
362,0.05292535592790374
363,0.05290090831291972
364,0.05287709324482273
365,0.0528549754220527
366,0.05283530618504367
367,0.052818443770244305
368,0.052804561444215296
369,0.05279381417050831
370,0.05278572810512757
371,0.05277970637705975
372,0.052775067451187194
373,0.05277099230595752
374,0.052766880527777005
375,0.05276238495529073
376,0.05275691787751105
377,0.05274957973907834
378,0.05274048374428346
379,0.052729569511787276
380,0.052716905567124286
381,0.052702814416576295
382,0.05268740156840646
383,0.052670749057874305
384,0.05265284660342167
385,0.05263376363627314
386,0.05261456742583839
387,0.05259606055645629
388,0.052579018792858125
389,0.05256411597841654
390,0.05255168206800956
391,0.05254134072095962
392,0.052531951663085656
393,0.05252261901658399
394,0.052512308951799674
395,0.05250022936385989
396,0.05248609214537437
397,0.052470031798649466
398,0.052452433296493295
399,0.05243380655756669
400,0.05241467922412301
401,0.052395490155744365
402,0.05237648035649931
403,0.05235757600737144
404,0.052338659294702425
405,0.052319393798715176
406,0.05229914541390496
407,0.05227715149889503
408,0.052252660273829014
409,0.05222541416419171
410,0.05219563648177557
411,0.052163960859171264
412,0.05213109070218829
413,0.052097629814631896
414,0.052063874473688806
415,0.052029578204920136
416,0.051993748461836777
417,0.051956873554558684
418,0.05191926346283839
419,0.0518811226330817
420,0.05184271211818585
421,0.05180430773376604
422,0.05176604785941913
423,0.051727740935934075
424,0.05168972562519647
425,0.051651995007142376
426,0.05161450846798327
427,0.051577139466036565
428,0.05153971879820522
429,0.051502111902586065
430,0.051464251611075616
431,0.05142612125580311
432,0.05138764622505651
433,0.05134883463035298
434,0.05130962791168647
435,0.05126993735505679
436,0.05122962572013388
437,0.05118845929468535
438,0.051146025645415566
439,0.051101821347969256
440,0.05105546987605055
441,0.05100684932281002
442,0.0509559508635933
443,0.05090267132636896
444,0.050846891195977115
445,0.050788659661108744
446,0.05072794418494109
447,0.05066451259028814
448,0.05059834222922273
449,0.05052991046036489
450,0.05045991974087746
451,0.05038923963881996
452,0.05031916475087098
453,0.05025019435555087
454,0.05018251779601855
455,0.050116043180763924
456,0.05005012629424352
457,0.04998440111836807
458,0.049919794314698736
459,0.04985737716750441
460,0.04979642019195776
461,0.049738068514875194
462,0.04968255854729866
463,0.049628870541673614
464,0.04957629135999701
465,0.04952433252652917
466,0.04947244859679939
467,0.04941844858442142
468,0.0493618767898864
469,0.04930242165675697
470,0.049238719792411095
471,0.04916824696891257
472,0.0490899278747097
473,0.0490059815403449
474,0.04891929699686127
475,0.04883122613089718
476,0.04874192953012128
477,0.04865192130083611
478,0.04856173708207771
479,0.04847091659105973
480,0.048379860208883727
481,0.04828979854232755
482,0.048201501737913544
483,0.04811560020003545
484,0.04803191818936098
485,0.04794984676816447
486,0.04786861682195383
487,0.04778761794722136
488,0.04770597463099734
489,0.047622726279714776
490,0.0475363948855174
491,0.04744632347012298
492,0.0473534094897391
493,0.04725720492685987
494,0.047156940735192714
495,0.04705153094719613
496,0.04694026397402811
497,0.04682170494002429
498,0.04669591715272262
499,0.04656422327584828
500,0.04642606129396097
501,0.046284256660236764
502,0.04613592133784548
503,0.045984702044061264
504,0.045825879738349215
505,0.04566415646020042
506,0.04549585493950497
507,0.04532322353277779
508,0.04514570116081801
509,0.04496325417422975
510,0.04477829392689291
511,0.04459060519082797
512,0.04440166754833305
513,0.04421058469248111
514,0.04401892479606291
515,0.04382383006681796
516,0.04362885276185109
517,0.04343141124335468
518,0.043236002207164656
519,0.043041231404621315
520,0.04284795019960426
521,0.04265236189400721
522,0.042454810700763145
523,0.04225403746334413
524,0.042051972038527036
525,0.04184662345179748
526,0.041639865289715076
527,0.04143007411509391
528,0.04121811873866859
529,0.041003019944314704
530,0.04078530573925498
531,0.04056449352321188
532,0.04034119665112579
533,0.04011537634586321
534,0.03988817760083243
535,0.03966054311026269
536,0.039433442575866
537,0.039207285665746605
538,0.03898285602030202
539,0.0387598565597889
540,0.038541145765105776
541,0.03832382978365159
542,0.038114009448663916
543,0.0379116041408398
544,0.03772030542659622
545,0.03753919946623069
546,0.03736542910753486
547,0.0371987125765597
548,0.03703675547870721
549,0.03687854231315155
550,0.03671959473198992
551,0.03656268229339324
552,0.036406384760798216
553,0.03625225188462975
554,0.036100614307264876
555,0.03595163265698433
556,0.03580532366380292
557,0.035661847622737906
558,0.03552151372699967
559,0.03538467481824324
560,0.03525154937995105
561,0.03512226751643262
562,0.03499685790688147
563,0.034875445810180906
564,0.03475811775102662
565,0.034645142991408744
566,0.03453651137553157
567,0.03443259177398659
568,0.03433289929866026
569,0.03423842557990607
570,0.03414696252386331
571,0.03406190821729773
572,0.03398275587251967
573,0.03390992410148298
574,0.033843260225491154
575,0.03378267456217567
576,0.033727062046784745
577,0.03367428957426432
578,0.03362556463688354
579,0.03358033697692705
580,0.03353652070377888
581,0.0334951981691638
582,0.033456209471368514
583,0.03341894012860809
584,0.03338354495216068
585,0.033350188605752645
586,0.033318463567039484
587,0.03328749689466818
588,0.033257597802903105
589,0.03322859879548127
590,0.033200385140997435
591,0.03317279077390444
592,0.033145176983292994
593,0.03311749771076029
594,0.03308981072569897
595,0.03306203157869041
596,0.03303409344344648
597,0.03300634670744471
598,0.03297907189010473
599,0.032952084005198605
600,0.03292457868126119
601,0.032895682497576996
602,0.0328654278148287
603,0.03283406777673942
604,0.032801814235498
605,0.032769816258262946
606,0.032737729623032695
607,0.03270561861441755
608,0.032671647573846586
609,0.032637101182430454
610,0.032600655867821134
611,0.03256560825980275
612,0.03253169178040891
613,0.03250001318524667
614,0.03246830134739206
615,0.03243769397730795
616,0.03240665808232502
617,0.03237582553362995
618,0.032344443627986545
619,0.03231490847907243
620,0.032286463472564496
621,0.03225984665075941
622,0.03223367476945129
623,0.03220872039788552
624,0.03218492155432193
625,0.03216315436205946
626,0.03214383254309495
627,0.032127117886644546
628,0.03211243135732642
629,0.03209967168920408
630,0.03208867612787917
631,0.03207943622162392
632,0.03207177783945601
633,0.032065437638920884
634,0.03206008621529115
635,0.03205509969326441
636,0.03205024645953278
637,0.032045520444795444
638,0.03204129048379789
639,0.032038020729412406
640,0.03203496100732588
641,0.032031192073343324
642,0.03202608896110086
643,0.032018524112242826
644,0.03200800578178934
645,0.03199344794431704
646,0.03197546228182309
647,0.03195535613185636
648,0.03193509889997148
649,0.03191570764951541
650,0.03189756112103182
651,0.031879181385953546
652,0.03185959068153788
653,0.03183855319314149
654,0.03181563538937174
655,0.03179083584478502
656,0.031765265082798456
657,0.031740398230854804
658,0.0317168349278003
659,0.031695323814897265
660,0.0316756390450503
661,0.03165722253904122
662,0.03163962276488293
663,0.031622720985594745
664,0.03160686212939674
665,0.03159228814062168
666,0.03157856860167078
667,0.03156438833506625
668,0.03154761656878576
669,0.03152575213346319
670,0.03149657316998924
671,0.03145869530768008
672,0.03141186179597054
673,0.031357137076512685
674,0.03129656185048591
675,0.0312330179342432
676,0.03117052463088399
677,0.031113726649788273
678,0.03106739226372454
679,0.03103549715391847
680,0.03101735807336774
681,0.031008794545591068
682,0.031004064197382757
683,0.030994949126414425
684,0.03097668488677817
685,0.030946638147331774
686,0.03090572306195054
687,0.0308531350196552
688,0.030797714469441732
689,0.03074419584530901
690,0.030691493394257557
691,0.0306438977359392
692,0.030601611041691467
693,0.030565463724124955
694,0.03053966385707375
695,0.030523102078654895
696,0.030512716031438836
697,0.03050482455965672
698,0.030496578528297378
699,0.0304865674141218
700,0.030475344080094873
701,0.03046559885124264
702,0.030460445339810082
703,0.030460996002515617
704,0.03046470871906408
705,0.03046571064520579
706,0.030457720200013232
707,0.03043656087206118
708,0.030403794734804823
709,0.03036293826860887
710,0.03031873771107433
711,0.03027608966888291
712,0.030238337324646408
713,0.03020731184180693
714,0.030180255961567017
715,0.030154274092435884
716,0.030130155277202225
717,0.030109787358393945
718,0.030094245170864516
719,0.030081258880277746
720,0.030067454770197788
721,0.030050808983177434
722,0.03003209165727446
723,0.03001202125532771
724,0.029990564815171577
725,0.029967372427121965
726,0.029942479513173293
727,0.02991652653826197
728,0.02989045137395577
729,0.02986502138331744
730,0.02984110671902226
731,0.029818964986101256
732,0.02979823773802806
733,0.029778226412542182
734,0.029757466992029764
735,0.029733920860467125
736,0.029706818817205174
737,0.02967657094972151
738,0.029643891226709608
739,0.029609509494459344
740,0.0295740668466998
741,0.029538107701750593
742,0.029501986649550106
743,0.029465813085809964
744,0.02942945046469311
745,0.029392695085032408
746,0.02935569311663975
747,0.029317527445447227
748,0.029279787258605017
749,0.029242610416343063
750,0.02920672253894124
751,0.029169946120474622
752,0.029133006012511523
753,0.029095929097723627
754,0.029058661653160286
755,0.02902059750740772
756,0.028982853736071627
757,0.02894393506219611
758,0.028904374523752205
759,0.028864794660978448
760,0.028825480735686332
761,0.028786637442670786
762,0.028748139714327374
763,0.028709692552894593
764,0.028671009457030404
765,0.02863204835008987
766,0.0285931385493467
767,0.02855456857228037
768,0.028516460460047185
769,0.02847876965608898
770,0.028441424617244474
771,0.028404170586395276
772,0.028366641759738808
773,0.02832853888768712
774,0.02828960595408528
775,0.028249748693571927
776,0.028208864294436017
777,0.028167002195630425
778,0.02812408734598486
779,0.028080283606477983
780,0.028035347285393048
781,0.027989682967174266
782,0.0279422994135632
783,0.027894683906807494
784,0.027845288983085276
785,0.027797012691046747
786,0.027750164951163406
787,0.02770525022106406
788,0.027660003417120077
789,0.027614226317866628
790,0.02756878764984918
791,0.02752088338391236
792,0.02746986532156832
793,0.02741780499391298
794,0.027364561143706303
795,0.027311263038555373
796,0.027256146834916315
797,0.02720125433014929
798,0.027144139327920085
799,0.027087246148369708
800,0.027028050453635526
801,0.026968523293992304
802,0.026907330424549392
803,0.026845202617976373
804,0.026781371423725813
805,0.026715866377806156
806,0.02664825579948582
807,0.026578353614509602
808,0.026505949108678446
809,0.026430617111465077
810,0.026352452500220492
811,0.026270834291111808
812,0.02618702698552577
813,0.026100421611165436
814,0.026013097461427385
815,0.025924674525183402
816,0.02583710596013677
817,0.025750273302695983
818,0.025666186417473726
819,0.025584504699524332
820,0.025507928937565084
821,0.025435181901684385
822,0.02536900510838664
823,0.025306245640078377
824,0.02524918961472654
825,0.025194729049689082
826,0.02514247273038772
827,0.025089110140272947
828,0.02503401863437552
829,0.024971250623926994
830,0.02490854936121879
831,0.024843854176276478
832,0.024778215485900486
833,0.024705737648453914
834,0.02463148896003103
835,0.024556609108198745
836,0.024482997092370853
837,0.024413571328186598
838,0.024349941131948327
839,0.02429308656306568
840,0.024242754627683428
841,0.024197631784679662
842,0.024156305404303753
843,0.024118337522839556
844,0.02408417865037964
845,0.024053292509960213
846,0.024024472095671018
847,0.02399609380214442
848,0.023966350784855765
849,0.023933339525618935
850,0.023895218131933838
851,0.023850315830792317
852,0.023797282821648787
853,0.023736214661966005
854,0.02366778896081869
855,0.02359292942237943
856,0.02351299473906774
857,0.023430001004973736
858,0.023346510817842205
859,0.023266480671376884
860,0.02319240424691733
861,0.023124936984137322
862,0.023063604055481336
863,0.023006852068872475
864,0.022954461582091006
865,0.022903661654238544
866,0.022850402838858183
867,0.022790455565332136
868,0.022722102960948728
869,0.022646379356198038
870,0.0225651560591196
871,0.022481207404255844
872,0.022397004635812783
873,0.022314858064420195
874,0.02223509593014839
875,0.02215804083069041
876,0.02208469500641903
877,0.022012467995514155
878,0.02194188902892815
879,0.02187091340047417
880,0.021801767215096364
881,0.02173309173868447
882,0.02166337810794082
883,0.021592922741990792
884,0.021522547005672122
885,0.021453484275032696
886,0.021386114200241734
887,0.021320062091969332
888,0.021254709051874
889,0.02118959540391301
890,0.021124389255185335
891,0.02105869898121933
892,0.020992490933224667
893,0.020926127310907056
894,0.02086013313491251
895,0.020795140344357466
896,0.020731684786350207
897,0.020669947505872838
898,0.020609743160850735
899,0.020550554134736207
900,0.020491952446274015
901,0.020433990611901286
902,0.020377351444101455
903,0.020323496928750268
904,0.02027219052734622
905,0.020222409447149294
906,0.020172799957987823
907,0.02012301781355146
908,0.02007410860844695
909,0.020027189297165172
910,0.019982566116972612
911,0.019939469492047595
912,0.019896797681458824
913,0.019855094134461973
914,0.019815298262175852
915,0.019777409621609735
916,0.019742153967316222
917,0.01970860815386041
918,0.019676500848656533
919,0.01964530884880962
920,0.019614894202555345
921,0.01958584616668462
922,0.019558085744485646
923,0.019531368381131484
924,0.019505143036234983
925,0.019479804543978924
926,0.019455667807341138
927,0.019432055821238435
928,0.019408741584774108
929,0.019386423178277948
930,0.01936572707979825
931,0.019346920102614802
932,0.019329031007461975
933,0.01931187140349216
934,0.01929568044472939
935,0.019280484744611123
936,0.019266523877402453
937,0.01925434003662737
938,0.019244107200425256
939,0.019235712510616995
940,0.019228767417566687
941,0.019222891479853833
942,0.019217770441790294
943,0.01921380823204944
944,0.019210720807492462
945,0.019208154059192527
946,0.019205672811447493
947,0.019202720327765165
948,0.01919862256873811
949,0.019193878663571144
950,0.019188463181144796
951,0.01918293257012229
952,0.019177844385093276
953,0.01917312370901558
954,0.01916889043495843
955,0.01916425384059931
956,0.01915891749447588
957,0.019153259591481363
958,0.019148255307946727
959,0.019144626742932658
960,0.019142543156911676
961,0.01914173918919204
962,0.019142063442419213
963,0.019143378700521168
964,0.019145285140282794
965,0.019147007655961047
966,0.01914801552943385
967,0.019148053696263073
968,0.019147259991813555
969,0.019145913355347176
970,0.019144200715550366
971,0.019142596998722915
972,0.019141336961592544
973,0.01914051153832467
974,0.019140262639399365
975,0.01914067869747086
976,0.019141670344403963
977,0.019142687177514422
978,0.01914312226337387
979,0.019142847373983366
980,0.01914147528396356
981,0.01913866122931153
982,0.019134779306850862
983,0.01912981616677205
984,0.019123909530778114
985,0.01911691317980053
986,0.019109119822305853
987,0.019100803511646253
988,0.01909224567688269
989,0.01908358823642306
990,0.019074704023512946
991,0.019065820098877216
992,0.019057051250274962
993,0.01904834144217546
994,0.019039838440585762
995,0.019031629338273546
996,0.019023890461704253
997,0.019016853934039613
998,0.01901070904334795
999,0.01900557659602993
1000,0.01900178545123711
1001,0.018999587599862505
1002,0.01899901646003628
1003,0.01900006730692924
1004,0.01900261210723798
1005,0.019006290950257868
1006,0.019010643039637662
1007,0.0190143738625191
1008,0.019017093087158734
1009,0.019018247520704766
1010,0.019017898332689024
1011,0.0190159929462934
1012,0.01901305642534179
1013,0.019009233440908543
1014,0.0190052286838611
1015,0.01900119594859604
1016,0.018997697632347054
1017,0.018994626583011865
1018,0.018992238733878578
1019,0.018990084207488114
1020,0.01898839669344161
1021,0.018986997434160956
1022,0.018985920091314404
1023,0.018985284689241128
1024,0.01898533113003444
1025,0.018986002692948152
1026,0.018987059844388345
1027,0.01898805322946797
1028,0.018988603320790918
1029,0.018988362427363115
1030,0.01898723755618162
1031,0.018985259728522046
1032,0.018982766024923856
1033,0.018980130753328363
1034,0.01897790636494572
1035,0.01897654130860733
1036,0.018976009284765425
1037,0.018976102952404192
1038,0.018976354374536167
1039,0.01897665895537247
1040,0.018976937401683925
1041,0.01897619071214057
1042,0.018974984885727263
1043,0.01897267922879356
1044,0.018969455456475187
1045,0.018966087858648634
1046,0.01896237333872557
1047,0.018958623233364863
1048,0.018955051478403276
1049,0.018951829999059408
1050,0.018948930420742336
1051,0.018946127239879203
1052,0.018943031565452295
1053,0.018939194657688705
1054,0.018934295429300807
1055,0.0189279729872576
1056,0.018919866234356594
1057,0.01891009018827262
1058,0.018898923002505463
1059,0.01888704811784502
1060,0.018875263400588302
1061,0.018863623757437834
1062,0.018852493000893734
1063,0.018841741524264755
1064,0.01883178990094562
1065,0.018822792939405756
1066,0.018815188481355792
1067,0.018809232943405464
1068,0.018805491708317093
1069,0.018804159346529636
1070,0.018805421311202206
1071,0.018808436027194016
1072,0.018812077408887115
1073,0.018815357685899065
1074,0.018817529148868625
1075,0.018817036226533454
1076,0.018814314770751715
1077,0.018808792344783356
1078,0.018800983975259995
1079,0.018791978704393295
1080,0.018782312519138502
1081,0.01877323494357166
1082,0.018765099568407554
1083,0.01875832811687417
1084,0.018752986218875348
1085,0.018749075768009257
1086,0.018746171629202838
1087,0.018743804157335724
1088,0.018741644825529136
1089,0.018739387280771836
1090,0.01873674607091585
1091,0.018733445495183684
1092,0.018729362733530493
1093,0.01872462153825579
1094,0.01871959816261459
1095,0.018714453614094823
1096,0.018709252798389028
1097,0.018703898854626227
1098,0.018698069457629377
1099,0.018691561895570787
1100,0.018684273852017444
1101,0.01867617773296495
1102,0.01866719207292265
1103,0.01865723587469414
1104,0.01864679190640272
1105,0.01863557525011426
1106,0.01862438205964726
1107,0.018612712168581482
1108,0.018600923314236316
1109,0.018588189950788574
1110,0.01857449258402794
1111,0.01856019887712178
1112,0.018545642467731827
1113,0.018530914259903088
1114,0.01851597985534175
1115,0.01850074668875772
1116,0.018485183517111318
1117,0.018469321678492325
1118,0.01845321999341528
1119,0.01843684993344911
1120,0.018420072733507403
1121,0.018402571539479273
1122,0.018384210512056583
1123,0.018364966226682756
1124,0.018344837879282497
1125,0.01832380019958057
1126,0.01830199550063235
1127,0.018279471860067623
1128,0.018256758670999268
1129,0.01823421116979649
1130,0.01821186374472894
1131,0.018189651322903014
1132,0.01816708682176017
1133,0.01814320440663925
1134,0.018118041848911356
1135,0.01809157827695489
1136,0.018063849597116516
1137,0.018034820186242976
1138,0.018004531647444578
1139,0.01797292069828562
1140,0.01794008813170242
1141,0.017905818809979844
1142,0.01787034902196134
1143,0.017833886250728744
1144,0.017797378258576458
1145,0.017760945996237086
1146,0.017725016225076603
1147,0.017688474999066194
1148,0.017649729862765168
1149,0.01760935529286102
1150,0.017569316756932716
1151,0.017529779026195562
1152,0.01749088792470298
1153,0.017452487783870263
1154,0.017413331732259132
1155,0.017371133043565617
1156,0.017328450195902442
1157,0.01728580074524936
1158,0.01724402549797643
1159,0.017202860983048563
1160,0.017161987410820048
1161,0.01711960874719574
1162,0.01707469993417407
1163,0.017028519332200922
1164,0.0169801299360927
1165,0.016930692138809492
1166,0.016879592824190822
1167,0.01682687150938164
1168,0.016771257854004993
1169,0.01671345627232219
1170,0.01665320217736199
1171,0.016590651385309643
1172,0.01652600797277435
1173,0.016459221306272864
1174,0.0163905331096187
1175,0.016319038338719387
1176,0.01624570919993526
1177,0.016170347896824408
1178,0.01609469302340703
1179,0.016016231209035406
1180,0.015936098477696392
1181,0.01585357331673672
1182,0.015769155265320543
1183,0.015682666275886343
1184,0.015594247427686751
1185,0.015503738045911108
1186,0.015411208102288219
1187,0.015317751719681812
1188,0.015222052814370963
1189,0.015126186659566077
1190,0.015026925088457176
1191,0.014927960162926362
1192,0.014829471518194234
1193,0.014732757999767873
1194,0.014633729465312006
1195,0.014533103139218594
1196,0.014430391538882455
1197,0.014326046092538076
1198,0.014219936651867701
1199,0.014112895108658367
1200,0.014004181709798683
1201,0.013895081016309947
1202,0.013784051120954616
1203,0.01367390207424645
1204,0.013563034222160734
1205,0.013454714587153202
1206,0.013348334362077443
1207,0.01324469842674893
1208,0.013139525427369398
1209,0.013033916604018503
1210,0.012926213782742618
1211,0.01281806294301577
1212,0.012708508748827006
1213,0.012598638305730709
1214,0.012487907243889722
1215,0.012377364581968158
1216,0.012266090251273223
1217,0.012155592744863187
1218,0.012044204559455086
1219,0.01193451799511041
1220,0.011826392718275357
1221,0.011721910282248114
1222,0.011621557673366223
1223,0.011525966852728064
1224,0.011433568523168937
1225,0.011342490025329596
1226,0.01125426786729169
1227,0.011164933270879357
1228,0.011074945385825121
1229,0.010984134379337296
1230,0.010893494513688642
1231,0.010803242131928414
1232,0.010713598246313707
1233,0.010624541285372076
1234,0.010536391178908462
1235,0.010449136764902804
1236,0.010363528273252147
1237,0.010279013398133013
1238,0.010196888113548123
1239,0.010115716765663895
1240,0.010037643330134974
1241,0.00996179884482144
1242,0.009889880520900823
1243,0.009821753463060539
1244,0.00975795407106876
1245,0.009698305139964737
1246,0.009642796039779267
1247,0.0095903892585523
1248,0.009540886222393121
1249,0.009493111598289382
